id,best_item,ratings,num_of_specs,num_of_tags,num_of_users,avg_usage_time,num_of_reviews,sum_of_recommend,avg_review_len
444420,0,-2,2,13,25,5.4800,0,0,0.0000
444430,0,0,1,7,24,0.0000,0,0,0.0000
444440,0,0,4,7,29,189.6552,0,0,0.0000
444460,0,-3,2,5,62,117.8871,0,0,0.0000
444480,0,0,4,3,156,112.0192,0,0,0.0000
444520,0,0,4,5,1,0.0000,0,0,0.0000
444530,0,1,4,4,3,17.3333,0,0,0.0000
444550,0,0,9,7,6,82.8333,1,1,219.0000
444580,0,0,2,18,3,5.0000,0,0,0.0000
444590,0,3,3,8,4,97.0000,0,0,0.0000
444620,0,-2,5,6,63,4.6667,0,0,0.0000
444640,0,3,5,17,1684,285.8765,4,0,84.5000
444650,0,0,1,4,5,73.6000,0,0,0.0000
444670,0,3,6,18,4,44.5000,0,0,0.0000
444710,0,1,2,3,2,17.0000,0,0,0.0000
444720,0,0,5,9,9,817.5556,0,0,0.0000
444740,0,0,4,3,1,0.0000,0,0,0.0000
444770,0,3,4,8,1,46.0000,0,0,0.0000
444790,0,-2,2,3,24,137.0417,0,0,0.0000
444800,0,3,5,10,24,187.4583,0,0,0.0000
444870,0,0,5,4,3,297.6667,0,0,0.0000
444880,0,0,6,18,5,87.8000,1,1,345.0000
444930,0,2,18,13,56,23.8214,1,-1,106.0000
444940,0,3,3,8,21,14.3333,0,0,0.0000
445040,0,1,1,9,9,252.0000,0,0,0.0000
445110,0,3,6,4,20,166.6000,0,0,0.0000
445130,0,2,2,6,87,10.3103,1,1,557.0000
445170,0,1,1,5,29,87.3448,0,0,0.0000
445210,0,1,3,5,5,38.4000,0,0,0.0000
445230,0,3,2,4,90,11.2333,0,0,0.0000
445310,0,0,3,3,3,682.6667,0,0,0.0000
445420,1,1,4,5,6,1839.1667,0,0,0.0000
445550,0,0,4,7,17,0.0000,0,0,0.0000
445600,0,2,4,5,12,86.5000,0,0,0.0000
445750,0,3,1,6,26,8.3077,1,1,407.0000
445770,0,3,3,5,7,246.4286,0,0,0.0000
445840,0,0,1,4,38,0.0789,0,0,0.0000
446000,0,2,2,10,3,22.3333,0,0,0.0000
446020,0,3,3,20,126,259.9841,2,0,114.5000
446040,0,3,8,5,5,165.2000,0,0,0.0000
446050,0,0,8,2,6,0.0000,0,0,0.0000
446100,0,0,9,4,2,58.5000,0,0,0.0000
446120,0,3,2,7,18,211.9444,1,1,80.0000
446240,0,0,2,4,1,0.0000,0,0,0.0000
446310,0,3,4,7,7,273.1429,0,0,0.0000
446330,0,1,4,5,6,270.5000,0,0,0.0000
446380,0,3,3,7,28,114.3571,2,2,249.5000
446390,0,2,5,10,12,316.7500,0,0,0.0000
446430,0,0,1,2,10,0.0000,0,0,0.0000
446440,0,0,1,2,13,0.0000,0,0,0.0000
446450,0,0,1,3,24,0.0000,0,0,0.0000
446460,0,0,1,2,30,0.0000,0,0,0.0000
446470,0,-2,1,1,25,38.6400,1,1,28.0000
446480,0,-2,1,1,25,3.2800,0,0,0.0000
446490,0,-2,1,2,34,0.2353,0,0,0.0000
446620,0,3,5,3,25,122.5200,0,0,0.0000
446640,0,3,4,9,109,152.8532,0,0,0.0000
446750,0,3,5,4,87,16.9080,2,2,55.5000
446770,0,2,10,3,78,16.1795,0,0,0.0000
446830,0,1,0,1,6,2.3333,0,0,0.0000
446870,0,0,6,6,13,4.1538,0,0,0.0000
446910,0,1,3,2,22,65.0000,0,0,0.0000
446990,0,2,3,17,152,5.1184,0,0,0.0000
447000,0,1,1,3,3,9.3333,0,0,0.0000
447020,0,3,8,20,13,0.0000,0,0,0.0000
447100,0,-2,6,6,10,2.5000,0,0,0.0000
447170,1,3,3,6,4,2089.0000,0,0,0.0000
447180,0,0,3,5,1,23.0000,0,0,0.0000
447200,1,3,3,4,2,1807.0000,0,0,0.0000
447240,0,1,1,5,8,12.8750,0,0,0.0000
447270,0,2,4,20,154,6.3766,0,0,0.0000
447310,0,2,4,4,9,104.4444,0,0,0.0000
447330,0,0,5,3,1,2.0000,0,0,0.0000
447530,0,4,4,20,75,619.6933,0,0,0.0000
447780,0,3,4,5,4,891.7500,0,0,0.0000
447800,1,3,4,2,2,1761.5000,0,0,0.0000
447850,0,0,2,5,223,108.1300,0,0,0.0000
447860,0,0,5,16,14,0.6429,0,0,0.0000
447890,0,3,5,5,38,160.8158,0,0,0.0000
447970,0,2,2,5,51,177.5882,0,0,0.0000
447990,0,0,6,6,21,129.6190,0,0,0.0000
448000,0,0,5,3,32,81.6875,0,0,0.0000
448010,0,1,4,4,28,182.7500,0,0,0.0000
448020,0,2,2,3,2,1.5000,0,0,0.0000
448050,0,1,2,4,9,16.1111,0,0,0.0000
448070,0,0,6,6,73,132.5342,0,0,0.0000
448080,0,3,4,3,16,261.7500,0,0,0.0000
448090,0,0,5,5,9,46.4444,0,0,0.0000
448110,0,0,5,4,10,145.8000,0,0,0.0000
448150,0,0,3,4,24,167.8333,0,0,0.0000
448160,0,1,5,3,2,69.0000,0,0,0.0000
448230,0,0,4,5,36,0.5278,0,0,0.0000
448240,0,0,4,7,27,86.2593,0,0,0.0000
448250,0,0,5,6,34,237.6471,0,0,0.0000
448260,0,0,3,6,18,162.0556,0,0,0.0000
448280,0,3,9,18,134,191.6418,0,0,0.0000
448300,0,0,1,4,2,0.0000,0,0,0.0000
448310,0,2,3,5,64,6.7188,0,0,0.0000
448320,0,3,10,12,7,60.0000,0,0,0.0000
448350,0,0,2,3,34,241.5588,0,0,0.0000
448370,0,3,5,7,32,283.8438,3,3,236.3333
448380,0,1,5,3,4,907.0000,0,0,0.0000
448400,0,1,2,3,23,178.9130,0,0,0.0000
448440,0,0,3,9,26,157.0769,0,0,0.0000
448470,0,0,4,3,52,130.0577,0,0,0.0000
448480,0,2,1,3,24,0.0000,0,0,0.0000
448500,0,1,4,5,23,122.7826,0,0,0.0000
448510,0,3,8,18,83,196.0120,2,2,557.5000
448520,0,0,8,5,17,109.4118,0,0,0.0000
448530,0,0,1,2,27,10.2222,1,1,844.0000
448540,0,0,1,5,8,0.1250,0,0,0.0000
448560,0,0,3,11,25,202.9200,0,0,0.0000
448570,0,2,4,7,53,131.6415,0,0,0.0000
448580,0,3,2,4,6,184.3333,0,0,0.0000
448610,0,0,5,8,58,52.2414,0,0,0.0000
448620,0,0,5,20,24,88.9583,0,0,0.0000
448630,0,-2,4,4,190,7.9737,0,0,0.0000
448640,0,0,3,4,189,91.1429,0,0,0.0000
448650,0,2,3,3,3,68.0000,0,0,0.0000
448660,0,0,3,4,78,75.5000,0,0,0.0000
448710,0,1,7,8,26,0.1923,0,0,0.0000
448720,0,0,3,20,1,0.0000,0,0,0.0000
448750,0,0,2,7,9,157.6667,0,0,0.0000
448780,0,2,2,9,50,134.1000,0,0,0.0000
448790,0,0,4,20,12,96.6667,0,0,0.0000
448820,0,2,1,3,13,25.0000,0,0,0.0000
448830,0,0,2,12,55,236.3091,0,0,0.0000
448880,0,0,7,4,18,2.0000,0,0,0.0000
448910,0,1,5,6,2,410.0000,0,0,0.0000
448940,0,-2,2,3,30,165.8333,0,0,0.0000
448980,0,0,4,4,56,2.6607,0,0,0.0000
449000,0,2,2,11,119,4.2941,0,0,0.0000
449020,0,3,2,8,130,22.6000,1,1,304.0000
449040,0,3,3,20,276,14.8297,4,2,131.2500
449050,0,0,2,8,140,3.7071,1,1,7.0000
449060,0,3,5,11,18,143.6111,0,0,0.0000
449090,0,2,6,2,4,95.7500,0,0,0.0000
449120,0,0,3,4,1,29.0000,0,0,0.0000
449130,0,1,9,4,38,0.7105,0,0,0.0000
449140,0,3,5,12,970,132.9206,5,5,196.2000
449150,0,0,2,3,1,0.0000,0,0,0.0000
449170,0,1,4,2,9,171.8889,0,0,0.0000
449180,0,0,3,3,1,632.0000,0,0,0.0000
449200,0,0,2,4,103,179.3398,0,0,0.0000
449210,0,3,7,7,22,1.4091,0,0,0.0000
449220,0,3,3,7,283,173.9399,0,0,0.0000
449250,1,3,4,12,5,1815.4000,0,0,0.0000
449300,0,0,4,12,23,536.0435,0,0,0.0000
449310,0,0,4,7,6,1.8333,0,0,0.0000
449320,0,2,7,16,1,17.0000,0,0,0.0000
449330,0,0,4,3,18,6.8333,0,0,0.0000
449340,0,1,3,4,47,125.1277,0,0,0.0000
449350,0,0,2,3,2,0.0000,0,0,0.0000
449420,0,0,5,5,5,148.6000,0,0,0.0000
449440,0,2,3,7,51,129.5098,0,0,0.0000
449470,0,0,2,4,86,33.9302,2,2,29.5000
449500,0,0,5,7,2,443.0000,0,0,0.0000
449520,0,0,2,2,18,7.5000,0,0,0.0000
449530,0,3,3,14,19,40.0526,0,0,0.0000
449540,0,3,6,13,267,69.2734,2,2,44.5000
449550,1,3,7,3,4,4181.5000,1,1,62.0000
449560,0,0,7,3,2,0.0000,0,0,0.0000
449680,0,3,3,12,145,156.3310,2,0,56.5000
449710,0,2,4,3,44,152.2727,1,1,87.0000
449730,0,3,3,7,2,372.5000,0,0,0.0000
449760,0,2,4,3,8,67.5000,0,0,0.0000
449780,0,-2,1,5,25,1.0400,0,0,0.0000
449820,0,0,3,4,4,175.0000,0,0,0.0000
449830,1,3,3,17,12,3258.5000,0,0,0.0000
449940,0,0,3,7,22,33.7273,1,-1,7.0000
449960,0,4,6,17,11,208.7273,0,0,0.0000
450020,0,0,2,4,31,183.2258,0,0,0.0000
450030,0,0,2,4,6,30.1667,0,0,0.0000
450040,0,-1,8,10,5,50.2000,0,0,0.0000
450050,0,0,8,14,11,43.9091,0,0,0.0000
450060,0,0,8,5,4,71.0000,0,0,0.0000
450110,0,0,10,6,52,271.0962,0,0,0.0000
450120,0,1,2,5,4,245.0000,0,0,0.0000
450140,0,1,1,2,21,0.5238,0,0,0.0000
450190,0,2,4,4,11,208.6364,0,0,0.0000
450220,0,4,5,7,86,14.2907,0,0,0.0000
450250,1,0,4,3,1,13079.0000,0,0,0.0000
450290,0,0,5,6,2,138.0000,0,0,0.0000
450390,0,4,9,10,466,49.7361,4,4,123.5000
450500,0,3,7,20,5,55.6000,0,0,0.0000
450540,0,4,4,10,59,243.3051,2,2,267.0000
450570,0,-2,1,2,6,0.0000,0,0,0.0000
450590,0,-2,1,3,22,3.0000,0,0,0.0000
450600,0,-2,1,2,6,0.0000,0,0,0.0000
450650,0,1,5,4,7,81.1429,0,0,0.0000
450670,0,2,6,4,26,195.5769,0,0,0.0000
450700,0,3,4,6,55,17.3091,0,0,0.0000
450710,0,0,0,7,2,0.5000,0,0,0.0000
450740,0,0,8,9,4,85.0000,0,0,0.0000
450750,0,1,5,1,15,0.0000,0,0,0.0000
450850,0,-2,3,4,24,246.3750,0,0,0.0000
451000,0,1,2,4,62,13.7419,1,1,103.0000
451010,0,3,12,6,1,7.0000,0,0,0.0000
451130,0,0,3,6,52,1.7692,0,0,0.0000
451140,0,0,1,4,1,0.0000,0,0,0.0000
451200,0,0,2,4,14,0.2143,0,0,0.0000
451210,0,0,3,2,1,0.0000,0,0,0.0000
451230,0,0,4,4,15,21.6667,0,0,0.0000
451350,0,0,2,3,17,4.8824,0,0,0.0000
451400,0,0,4,4,10,193.4000,0,0,0.0000
451520,0,3,7,6,34,98.0882,1,1,142.0000
451570,0,1,5,18,1,289.0000,0,0,0.0000
451600,0,3,17,20,6,262.0000,0,0,0.0000
451650,0,2,9,4,13,59.4615,0,0,0.0000
451670,0,-2,3,20,4,0.0000,0,0,0.0000
451700,0,0,4,4,26,124.0385,0,0,0.0000
451830,0,0,2,3,42,111.8333,0,0,0.0000
451840,0,3,11,9,37,152.8108,1,1,99.0000
451870,0,0,8,3,16,1.1875,0,0,0.0000
451880,0,3,4,3,155,85.0968,0,0,0.0000
451900,0,0,2,4,1,32.0000,0,0,0.0000
451920,0,2,5,10,13,211.2308,0,0,0.0000
451990,0,2,6,8,1,5.0000,0,0,0.0000
452000,0,0,1,4,19,0.0000,0,0,0.0000
452060,0,3,9,20,10,355.1000,0,0,0.0000
452120,0,1,4,3,17,127.5294,0,0,0.0000
452220,0,3,0,1,51,8.2157,0,0,0.0000
452320,0,0,5,5,30,13.7000,1,-1,392.0000
452340,0,0,2,7,1,0.0000,0,0,0.0000
452420,0,3,9,7,11,419.6364,0,0,0.0000
452440,1,3,3,6,2,4704.5000,0,0,0.0000
452450,0,0,4,12,1,1248.0000,0,0,0.0000
452490,0,3,4,8,106,14.4623,0,0,0.0000
452510,0,3,10,14,15,421.8000,0,0,0.0000
452640,0,0,5,4,69,1.8406,0,0,0.0000
452700,0,0,1,3,1,0.0000,0,0,0.0000
452710,0,3,9,4,113,8.6195,0,0,0.0000
452860,0,3,3,6,4,130.0000,0,0,0.0000
452930,0,0,2,3,19,1.0526,0,0,0.0000
452970,0,0,3,6,5,52.2000,0,0,0.0000
453000,0,3,10,12,1,0.0000,0,0,0.0000
453090,0,3,6,13,66,406.6970,0,0,0.0000
453100,0,3,8,8,28,239.8929,0,0,0.0000
453130,0,0,8,5,1,1.0000,0,0,0.0000
453270,0,0,7,11,4,133.5000,0,0,0.0000
453290,1,2,3,20,2,2106.5000,0,0,0.0000
453300,0,2,4,20,7,91.2857,0,0,0.0000
453340,0,3,3,10,12,353.4167,0,0,0.0000
453350,0,0,3,6,3,38.3333,0,0,0.0000
453390,0,1,2,3,1,186.0000,0,0,0.0000
453510,0,1,1,4,3,43.0000,0,0,0.0000
453650,0,1,6,4,12,34.5000,0,0,0.0000
453660,0,0,3,9,1,0.0000,0,0,0.0000
453680,0,2,3,3,5,4.8000,0,0,0.0000
453700,0,0,3,6,1,231.0000,0,0,0.0000
453710,0,2,9,10,19,1396.3158,0,0,0.0000
453720,0,0,6,5,7,81.7143,0,0,0.0000
453730,1,-2,4,3,2,1675.5000,0,0,0.0000
453740,0,1,5,4,1,204.0000,0,0,0.0000
453750,0,2,2,7,27,170.1852,0,0,0.0000
453770,0,0,4,3,11,201.7273,0,0,0.0000
453790,0,3,5,10,5,192.6000,0,0,0.0000
453810,0,0,5,15,4,172.2500,0,0,0.0000
453820,0,-2,2,4,68,128.6765,0,0,0.0000
453830,0,0,7,7,20,169.6000,0,0,0.0000
453850,0,0,3,3,35,151.9714,0,0,0.0000
453880,0,0,3,10,14,510.3571,0,0,0.0000
453890,0,3,2,8,97,15.5773,0,0,0.0000
453950,0,1,3,3,21,2.3333,0,0,0.0000
453960,0,2,3,4,14,93.9286,0,0,0.0000
453980,0,0,4,2,143,175.8881,0,0,0.0000
453990,0,1,1,5,9,0.0000,0,0,0.0000
454030,0,0,2,4,17,588.4118,0,0,0.0000
454040,0,-1,2,3,35,104.6857,0,0,0.0000
454060,0,3,8,12,105,175.8000,0,0,0.0000
454070,0,0,6,4,19,89.3684,1,1,275.0000
454080,0,0,3,2,25,181.8800,0,0,0.0000
454100,0,2,4,15,30,72.3000,0,0,0.0000
454130,0,1,5,6,4,333.2500,0,0,0.0000
454150,0,0,3,9,14,25.4286,0,0,0.0000
454170,1,0,3,17,2,3255.5000,0,0,0.0000
454180,0,0,9,9,24,166.4167,0,0,0.0000
454190,0,3,2,4,8,32.2500,0,0,0.0000
454200,0,0,2,3,151,63.0530,0,0,0.0000
454220,0,2,3,10,17,809.0588,0,0,0.0000
454250,0,3,4,9,6,127.0000,0,0,0.0000
454260,0,0,6,5,1,0.0000,0,0,0.0000
454320,0,3,2,5,24,302.8333,1,1,119.0000
454410,0,3,7,11,2,612.0000,0,0,0.0000
454420,0,0,5,3,11,88.0909,0,0,0.0000
454430,0,0,3,3,21,244.4286,0,0,0.0000
454460,0,0,3,13,3,98.0000,0,0,0.0000
454510,0,3,1,3,12,261.2500,0,0,0.0000
454520,0,0,5,4,1,220.0000,0,0,0.0000
454530,1,1,2,8,2,2916.0000,0,0,0.0000
454540,0,0,2,11,99,67.7677,0,0,0.0000
454550,1,0,0,2,4,10583.0000,0,0,0.0000
454570,0,0,2,6,9,762.6667,0,0,0.0000
454600,0,0,8,4,135,65.1926,0,0,0.0000
454610,0,2,8,4,1,556.0000,0,0,0.0000
454630,0,0,5,4,3,0.0000,0,0,0.0000
454670,0,0,2,3,22,191.4091,0,0,0.0000
454690,0,0,2,12,62,144.7097,0,0,0.0000
454700,0,0,4,4,2,461.0000,0,0,0.0000
454720,0,0,5,5,1,354.0000,0,0,0.0000
454780,0,0,5,3,6,344.0000,0,0,0.0000
454830,0,0,6,5,1,0.0000,0,0,0.0000
454870,0,0,2,6,28,165.0357,0,0,0.0000
454890,0,3,6,5,218,66.3807,2,2,301.0000
454900,0,1,5,6,8,183.5000,0,0,0.0000
454930,0,-2,3,5,168,67.3571,0,0,0.0000
454950,0,3,2,13,1,37.0000,0,0,0.0000
454970,0,0,6,5,29,179.5172,0,0,0.0000
455110,0,0,4,8,34,133.1471,0,0,0.0000
455160,0,2,5,3,40,1.4750,0,0,0.0000
455200,0,0,6,3,4,1.5000,0,0,0.0000
455230,0,1,8,3,3,0.3333,0,0,0.0000
455340,0,2,4,2,1,341.0000,0,0,0.0000
455400,0,3,9,10,10,217.1000,0,0,0.0000
455440,0,2,5,6,94,18.8085,0,0,0.0000
455490,0,0,3,7,14,536.2857,1,1,80.0000
455590,0,0,2,6,6,108.0000,0,0,0.0000
455640,0,0,2,5,1,0.0000,0,0,0.0000
455710,0,-2,3,4,1,0.0000,0,0,0.0000
455910,0,2,3,7,82,81.8659,1,1,150.0000
455940,0,0,3,5,54,173.8889,0,0,0.0000
455970,0,0,2,3,36,250.4722,0,0,0.0000
455980,0,3,4,20,7,394.4286,0,0,0.0000
455990,0,0,4,4,1,101.0000,0,0,0.0000
456040,0,0,5,4,17,0.0000,0,0,0.0000
456130,0,0,5,8,3,61.3333,0,0,0.0000
456160,0,0,5,10,4,333.2500,0,0,0.0000
456210,0,0,4,5,30,0.0000,0,0,0.0000
456430,0,3,3,12,8,228.1250,0,0,0.0000
456450,0,0,6,1,38,1.0000,0,0,0.0000
456540,0,2,3,6,16,3.9375,0,0,0.0000
456570,0,0,5,2,21,0.5714,0,0,0.0000
456660,0,0,2,4,38,304.3684,0,0,0.0000
456690,0,0,3,4,5,119.8000,0,0,0.0000
456740,0,0,13,5,1,0.0000,0,0,0.0000
456780,0,0,6,3,1,6.0000,0,0,0.0000
456810,0,2,6,5,17,97.1176,0,0,0.0000
456830,0,1,13,10,1,92.0000,0,0,0.0000
456980,0,0,2,5,1,37.0000,0,0,0.0000
457010,0,2,2,5,12,415.8333,0,0,0.0000
457230,0,1,6,3,38,3.1579,0,0,0.0000
457320,0,3,11,4,22,35.4091,0,0,0.0000
457380,0,2,6,7,1,0.0000,0,0,0.0000
457420,0,2,5,7,257,7.1284,0,0,0.0000
457450,0,0,4,2,2,146.5000,0,0,0.0000
457480,0,3,3,5,8,494.2500,0,0,0.0000
457490,0,3,3,8,29,233.3103,0,0,0.0000
457520,0,0,7,12,34,90.0882,1,1,1783.0000
457530,0,3,3,7,7,30.1429,0,0,0.0000
457550,0,3,9,3,146,63.1712,0,0,0.0000
457580,0,2,4,4,20,16.1500,1,1,107.0000
457600,0,0,5,7,11,389.3636,0,0,0.0000
457650,0,0,9,6,1,0.0000,0,0,0.0000
457660,0,2,5,4,3,8.6667,0,0,0.0000
457670,0,0,4,3,42,12.1429,0,0,0.0000
457680,0,3,5,13,8,87.8750,0,0,0.0000
457690,0,-2,10,3,10,3.9000,0,0,0.0000
457710,0,-2,3,2,28,99.6786,0,0,0.0000
457730,0,2,9,11,4,16.0000,0,0,0.0000
457770,0,1,12,2,2,3.5000,0,0,0.0000
457810,0,0,2,7,8,71.2500,0,0,0.0000
457820,0,0,4,5,188,83.1596,0,0,0.0000
457860,0,3,9,4,21,54.9048,0,0,0.0000
457960,0,3,9,5,44,80.7045,0,0,0.0000
458000,0,2,3,13,36,225.5833,1,1,295.0000
458030,0,0,2,5,28,1.6071,0,0,0.0000
458060,0,-1,1,2,9,677.3333,0,0,0.0000
458110,0,0,8,4,2,1.0000,0,0,0.0000
458170,0,1,8,5,2,299.5000,0,0,0.0000
458230,0,0,2,5,13,0.0000,0,0,0.0000
458290,0,0,9,3,5,7.0000,0,0,0.0000
458330,0,1,3,12,6,0.0000,0,0,0.0000
458370,0,1,6,3,6,4.0000,0,0,0.0000
458380,1,1,3,8,2,3763.5000,0,0,0.0000
458420,0,0,4,6,9,217.0000,0,0,0.0000
458450,0,0,5,5,19,1.8421,0,0,0.0000
458470,0,3,4,15,3,341.0000,0,0,0.0000
458480,0,3,4,16,22,120.8636,0,0,0.0000
458510,0,2,7,5,1,181.0000,0,0,0.0000
458560,0,-2,2,5,90,1.8444,0,0,0.0000
458700,0,0,3,9,9,86.8889,0,0,0.0000
458710,0,4,4,6,39,511.9744,0,0,0.0000
458750,0,1,1,2,1,502.0000,0,0,0.0000
458820,0,0,3,3,7,0.0000,0,0,0.0000
458830,0,0,6,5,9,216.8889,1,1,587.0000
458890,0,0,7,2,33,3.0909,0,0,0.0000
458970,0,0,2,3,29,19.7931,0,0,0.0000
458990,0,0,5,9,1,0.0000,0,0,0.0000
459020,0,0,3,9,22,360.1364,0,0,0.0000
459040,0,0,5,4,1,683.0000,0,0,0.0000
459100,0,-2,2,5,26,256.6154,0,0,0.0000
459160,0,0,3,4,72,91.1111,0,0,0.0000
459170,0,0,7,5,27,2.4815,0,0,0.0000
459310,0,0,4,5,10,207.8000,0,0,0.0000
459470,0,0,1,7,2,347.5000,0,0,0.0000
459520,0,1,4,9,2,7.0000,0,0,0.0000
459540,1,2,2,5,3,2123.3333,0,0,0.0000
459580,0,0,3,4,11,0.0000,0,0,0.0000
459630,0,0,3,7,4,2.2500,0,0,0.0000
459680,0,2,1,13,13,6.6154,0,0,0.0000
459820,1,3,6,20,426,1034.7136,5,5,183.0000
459910,0,0,2,3,105,7.8571,2,-2,394.5000
459940,0,2,8,12,7,19.0000,1,1,437.0000
460120,1,4,5,20,73,2705.6438,2,2,454.5000
460150,1,2,3,7,2,3587.0000,0,0,0.0000
460190,0,0,7,4,1,0.0000,0,0,0.0000
460230,0,2,6,4,3,51.3333,0,0,0.0000
460340,0,3,5,9,2,606.5000,0,0,0.0000
460560,0,0,6,6,3,170.6667,0,0,0.0000
460650,0,0,4,10,5,89.2000,0,0,0.0000
460700,0,3,5,8,32,283.6563,0,0,0.0000
460750,0,1,7,7,5,8.4000,0,0,0.0000
460780,0,1,5,4,1,97.0000,0,0,0.0000
460890,0,1,5,12,5,0.0000,0,0,0.0000
460910,0,2,5,8,25,164.4000,0,0,0.0000
460940,0,0,3,6,14,106.6429,0,0,0.0000
460960,0,3,3,18,22,71.4091,0,0,0.0000
460970,0,0,5,7,5,132.4000,0,0,0.0000
460990,0,2,7,2,2,8.0000,0,0,0.0000
461010,0,3,9,4,39,106.2564,0,0,0.0000
461030,0,1,3,4,2,0.0000,0,0,0.0000
461040,0,1,4,2,4,62.5000,0,0,0.0000
461140,0,0,3,12,53,191.1887,0,0,0.0000
461180,0,0,15,8,35,3.8286,0,0,0.0000
461200,0,0,5,20,8,0.0000,0,0,0.0000
461230,0,3,6,10,33,247.9091,0,0,0.0000
461360,0,2,5,9,2,120.5000,0,0,0.0000
461380,0,0,4,5,3,362.0000,0,0,0.0000
461390,0,0,10,8,4,0.0000,0,0,0.0000
461400,0,0,8,20,3,47.0000,1,1,208.0000
461480,0,1,5,5,3,205.6667,0,0,0.0000
461490,0,0,3,5,3,96.6667,0,0,0.0000
461500,0,2,7,3,4,38.5000,0,0,0.0000
461520,0,-2,2,8,6,194.3333,0,0,0.0000
461560,0,3,3,17,654,16.7966,5,5,211.6000
461580,0,0,3,3,7,109.1429,0,0,0.0000
461600,0,0,4,3,7,0.0000,0,0,0.0000
461640,0,3,6,20,267,67.3708,0,0,0.0000
461650,0,0,4,5,5,22.4000,0,0,0.0000
461680,0,-2,5,5,5,76.6000,2,2,771.0000
461690,0,3,2,6,15,162.6000,0,0,0.0000
461700,0,3,4,13,2,1004.0000,0,0,0.0000
461710,0,1,4,8,16,657.6875,0,0,0.0000
461720,0,2,5,5,2,0.0000,0,0,0.0000
461750,0,0,2,5,50,4.0000,0,0,0.0000
461760,0,0,5,3,8,230.5000,0,0,0.0000
461780,0,-2,2,12,25,111.8000,0,0,0.0000
461820,0,3,3,5,54,35.3889,0,0,0.0000
461830,0,0,4,5,11,197.3636,0,0,0.0000
461840,0,4,3,7,30,101.8000,0,0,0.0000
461850,0,0,7,4,27,677.2963,0,0,0.0000
461860,0,0,4,4,1,0.0000,0,0,0.0000
461880,0,-2,4,3,33,127.2727,1,-1,195.0000
461890,0,0,2,3,41,87.8780,0,0,0.0000
461910,0,2,5,20,194,106.8454,0,0,0.0000
461970,0,-2,3,5,88,1.8182,0,0,0.0000
462000,0,3,9,4,4,7.5000,0,0,0.0000
462030,0,2,2,3,156,0.4359,0,0,0.0000
462100,0,3,4,20,4,69.5000,0,0,0.0000
462110,0,0,3,5,20,590.4500,0,0,0.0000
462130,0,0,4,2,2,65.0000,0,0,0.0000
462220,0,0,2,1,24,126.0833,0,0,0.0000
462400,0,0,2,3,2,4.5000,0,0,0.0000
462480,0,1,8,12,2,0.0000,0,0,0.0000
462530,0,0,10,2,30,0.8000,0,0,0.0000
462700,0,0,3,2,9,701.6667,0,0,0.0000
462730,0,0,5,4,22,113.6818,0,0,0.0000
462830,0,-2,4,3,2,178.0000,0,0,0.0000
462860,0,2,13,4,4,80.5000,0,0,0.0000
462910,0,2,9,3,46,2.6522,0,0,0.0000
462930,0,0,2,12,771,224.6537,4,0,98.0000
462950,0,0,7,5,4,108.5000,0,0,0.0000
462960,0,0,5,17,99,114.1818,0,0,0.0000
462990,1,3,5,13,9,3188.5556,0,0,0.0000
463000,0,-2,3,2,19,138.5789,0,0,0.0000
463030,0,0,5,14,2,147.0000,0,0,0.0000
463040,0,-2,3,3,29,150.5517,0,0,0.0000
463050,0,-1,3,4,42,63.1905,0,0,0.0000
463060,0,2,4,5,37,53.7568,0,0,0.0000
463070,0,1,2,4,1,120.0000,0,0,0.0000
463100,0,2,2,3,39,93.7436,0,0,0.0000
463110,0,2,2,10,31,137.8065,1,1,229.0000
463120,0,0,1,7,1,585.0000,0,0,0.0000
463130,0,0,1,5,2,14.5000,0,0,0.0000
463150,0,3,6,20,26,99.0769,0,0,0.0000
463180,0,2,7,4,79,145.5949,0,0,0.0000
463210,0,3,2,10,231,60.1255,1,1,83.0000
463220,0,2,4,15,107,115.3832,0,0,0.0000
463240,0,0,6,6,20,259.5000,0,0,0.0000
463250,0,0,3,11,42,0.8571,0,0,0.0000
463270,0,3,5,14,21,324.3333,0,0,0.0000
463290,0,3,8,4,6,9.0000,1,1,53.0000
463320,0,0,4,5,2,28.0000,0,0,0.0000
463350,0,2,6,20,203,72.3793,0,0,0.0000
463390,0,3,3,11,147,60.0340,2,2,618.0000
463440,0,0,7,3,1,756.0000,0,0,0.0000
463450,0,0,2,2,12,0.0000,0,0,0.0000
463460,1,2,4,6,2,4417.0000,0,0,0.0000
463520,0,2,4,5,2,92.0000,0,0,0.0000
463550,0,0,3,3,23,243.9565,1,1,53.0000
463710,0,0,2,3,37,108.8919,0,0,0.0000
463750,0,1,0,2,2,469.5000,0,0,0.0000
463760,1,3,5,4,2,1754.0000,0,0,0.0000
463800,0,1,1,11,2,1317.0000,0,0,0.0000
463830,0,0,2,4,6,0.0000,0,0,0.0000
463850,0,2,1,3,11,30.6364,0,0,0.0000
463870,0,0,3,4,1,0.0000,0,0,0.0000
463920,0,0,4,8,71,2.5775,0,0,0.0000
463930,0,3,4,5,4,144.0000,0,0,0.0000
463980,1,3,3,7,7,1520.0000,0,0,0.0000
464050,0,2,2,7,19,16.1579,0,0,0.0000
464080,1,3,2,3,1,6680.0000,0,0,0.0000
464100,0,2,7,7,1,481.0000,0,0,0.0000
